J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
0.006513495,0.006846818,-0.0011451175,-0.002276835,-0.010077354,-0.0008218297,0.00026001135,0.0007901974,0.00042968732,0.00041489294,0.00020299459,-0.0004086272,0.0010088416,0.00025617692,0.0035561381,-0.00018272625,-0.00053938106
0.0068418006,0.0069265813,-0.007370785,-0.0015435539,-0.007625826,-0.0004968376,0.0002477331,3.2300497e-05,0.0004670487,0.0015747992,0.00021140509,0.0008123003,-0.005229209,0.00021736114,0.0025390494,-0.00040304504,0.00023866627
0.0017318716,0.0021203856,0.01691604,0.0054308856,0.02041058,0.0015770957,0.0013529782,0.00047947915,0.0004326598,0.0058439663,0.0005557246,0.0005275544,0.0014180837,-0.0004599042,0.0034434726,0.0007814859,0.0006831013
0.0061483644,0.005045745,-0.007792435,-0.0015017528,-0.007610229,-0.00060702267,-0.00085734203,0.0007086794,-0.0021327327,0.0016782327,0.00015035504,-0.0014821948,-0.00027417505,-0.0012441194,0.0010199819,-0.0003246408,1.7420796e-05
0.00033940957,0.0009602465,-0.006572377,-0.0012001459,-0.009083586,-0.00025333668,0.0002204478,0.0008114066,0.00029055827,-0.00067893567,-0.0011012972,-0.0002094799,0.0007746473,0.00020114737,0.0027104844,0.00033324613,-3.3704866e-05
-0.004576034,-0.009534416,-0.007841941,-0.0012282032,-0.003616037,0.00054690434,0.0012271682,0.00081208145,0.000197962,-0.002300424,0.00026842332,0.0003390568,0.00067567255,0.00016328384,-0.013593434,-0.00044722,-3.3482178e-05
5.569167e-05,0.00076067186,-0.0070627625,-0.002469957,-0.0075071277,-2.8631632e-05,0.00039886695,0.00081322587,0.00029246122,-0.0009148126,0.00022346427,0.000373251,0.0011476341,-6.652777e-05,0.0025353774,-0.0007753642,-5.5020442e-05
0.0065503987,0.0071191727,-0.00686569,-0.0008515909,-0.008319017,0.0005903128,0.0002670076,0.00078088784,0.00018814183,0.00072798453,0.00025346084,0.00027505375,0.0011757301,0.00025087938,0.0017862009,-0.0005085896,0.0005389861
-0.0037780202,-0.0016013058,-0.0067166197,-0.0029701304,-0.005497964,-0.0024480443,0.00021773895,-0.001026187,0.00020519171,-0.0023763254,0.00015481841,0.00024365827,0.000119766795,-6.6015986e-05,-0.0003513145,-0.0007804757,0.00030542156
-0.0041223443,-0.0025739372,-0.009438706,-0.001428159,-0.0030004212,0.0006164001,0.0012941435,0.0008133127,0.000251966,0.0019072125,0.00030207343,0.00047708454,0.0014722709,0.00016080473,0.00028799995,-0.00032039467,-0.00033766817
0.0010904145,0.0014785427,-0.007885976,-0.0018255692,-0.009607002,-0.00036319403,0.0005117748,0.0007604958,0.00029872052,-0.00069875445,0.00020780266,-0.00020044712,0.0009159884,0.00020017507,0.00055679237,0.0005969614,8.214927e-06
-0.0045062434,-0.0026742048,-0.008073031,-0.0013121322,-0.0036252844,0.00050694455,0.00126388,0.00081248145,0.0002253328,-0.00088590744,0.00027934022,8.9533685e-05,-3.7740392e-05,0.0001567065,0.0007326462,-0.00044645285,-1.7965816e-05
0.007100943,0.0070911217,-0.0062553314,-0.0024466766,-0.007043726,-0.000497772,0.00032792715,0.00042122902,0.0003070441,-0.0006356496,-0.00036410775,0.00085771445,0.0011292299,0.00021795553,0.0009278692,-0.0005645189,2.5481115e-05
0.006539578,0.0071176565,0.0015803125,0.00016218479,-0.010824016,0.000100821344,0.00035783774,0.0007847439,0.00042182388,-0.00072169455,0.00022715122,0.00012588313,0.00033187907,0.0002706982,0.0032795654,-0.00021983232,-0.00052966236
-0.0047442857,-0.002833295,-0.008015601,-0.0013011155,-0.0068368767,0.00021714682,0.00041308513,0.0007685578,0.00013796032,-0.0025432643,0.00022313531,0.000245056,-0.0022436436,0.00015618489,-0.00014919972,-0.00055522996,-4.3104603e-05
0.0049839946,0.005284666,-0.0111478735,-0.0012579419,-0.006625629,0.0002710321,0.00021019715,0.0007541524,0.0003313184,-0.0005844438,0.00016816448,0.00055397005,-6.939678e-05,0.00021890289,-0.00075529725,-0.0005703288,-5.8188063e-05
0.00059870543,0.0003027477,-0.0074752974,-0.0017704872,-0.010907934,0.0010412001,-0.0014669606,-0.01129004,-0.0075492626,-0.0023838256,0.00023580663,0.00047042404,0.00095835485,0.00019589788,0.0013474975,8.036317e-06,-0.000523006
0.006121291,0.0055058664,-0.007859602,-0.0012219395,-0.007914076,-0.0005988522,-0.0008119751,1.0039469e-05,-0.0026907513,0.0016024205,8.894588e-05,-0.0015259006,-3.198955e-06,-0.00021454702,0.0009526544,-0.0003400234,2.6849075e-05
0.00055540656,0.0014635319,-0.0079674,-0.0028621876,-0.0050390074,0.00016823557,-0.0018379394,0.0007337998,0.00015970044,0.0009799444,0.00019974432,-0.00043556374,-0.0044225776,0.00016425899,-0.0005016069,-0.00039436447,-0.0010193079
-0.00039248102,0.00041919053,-0.009035543,-0.0003257378,-0.012683923,-0.00015364913,-0.0054052123,0.0006230696,0.0003015464,0.0011882733,0.0001940619,-0.00061984314,0.0010587182,0.00019181811,0.0027894692,-0.0007540766,-4.533049e-05
0.0005087656,0.0014826861,-0.0071057603,-0.0014572939,-0.0046996824,-0.0007895553,0.0009997864,-0.0011279257,0.0002771952,-0.0004903779,0.00023519287,-0.00048931735,0.0012512298,0.00018663841,-0.00010871611,-0.00058005925,-3.2769847e-05
0.0068938658,0.0071662054,0.018755574,0.005443439,0.020070117,0.001385664,0.00017376189,-7.961399e-05,0.0004997219,0.00623599,0.00056691584,0.0010914205,0.0001449201,0.00025972136,0.0040476248,0.0008332189,0.00027489403
0.007097004,0.007456931,-0.006027515,-0.00087701494,-0.0067505413,-0.0003798477,-0.00094760733,0.0007630357,0.00037845963,-0.0007440879,0.00022336857,0.00064588,0.00031142792,0.00024141606,0.0021819933,-0.00048906944,9.988989e-06
0.0061927144,0.006520354,-0.006592869,-0.0012194223,-0.0078050015,0.0004218404,0.0002656775,0.00016116047,0.00017825002,0.00020584502,0.00024429875,-2.4543036e-05,0.00091395347,0.00024663404,0.0011303794,-0.00046189042,0.00055905204
0.0067064352,0.0066819587,0.007971142,0.004098056,0.01833698,-0.0013919394,0.00082696293,0.00047709327,0.00041031893,-0.0008436633,0.00031287104,3.7124526e-05,-0.0022414753,0.00026382974,0.0022106874,0.0003300798,-0.001469677
-0.0047042435,-0.0028355075,-0.008120054,-0.002794039,-0.006841229,-3.6930942e-06,0.0011821702,0.00076959137,0.00019242708,-0.002737185,0.00019627424,0.00018695931,-0.0020496424,0.00015728711,-0.00025575608,-0.00064644404,-6.234592e-05
0.0011085047,0.0014340222,0.01705636,0.0047939843,0.020632623,0.00089799386,-2.1315627e-05,0.0004270656,0.00034027055,0.004170948,-0.00088865514,-0.0019503149,0.001185967,0.0001852159,0.0017745144,-0.0008197776,-6.2834515e-05
0.00021676435,0.0008978077,-0.0069895745,-0.0021516348,-0.007413641,0.0011344844,0.00041634482,0.00079675735,0.0003093627,-0.00054066465,0.00025431655,0.0003390791,-0.00035598536,0.00018011933,0.0020972397,0.0009360754,3.1191204e-05
0.005797486,0.0061351866,-0.01135494,-0.0010331275,-0.008121871,0.0002662943,-0.0031722346,0.00070392224,4.18574e-05,-4.2596126e-05,0.00017147168,-0.00027392383,0.00020143807,0.00021890328,0.0021909233,-0.0004521743,1.2153309e-05
0.0060193515,0.006181955,-0.011129012,-0.0009373749,-0.007792967,0.00034098554,-0.001142277,0.0007442899,0.0003903265,-0.00080873235,0.0001789804,0.00038568108,2.1633632e-05,0.00022230732,0.0021359026,-0.0004983928,0.00030069967
0.00059544086,2.5593172e-05,0.00884858,0.004525916,0.016355965,-0.0026034215,-5.920676e-05,-0.0008326978,0.0003114962,0.002279747,-0.00053243496,-0.0038644872,0.00014348912,0.00019106943,0.0003306031,-0.00062673545,2.7742442e-06
-0.004579011,-0.009745566,-0.008014752,-0.0025713935,-0.005713225,0.00033471477,0.0012998454,0.0007968085,0.00021684659,-0.0007736621,0.00021996394,0.0003324632,0.001166472,0.00016622823,0.0010322444,-0.00041972246,-4.5699097e-05
0.0066652973,0.0068166056,-0.00019768791,-0.0016032684,-0.008175448,-0.0014525773,0.0009835556,0.0008138772,0.00043039038,-0.0005158503,0.00019033051,0.00035296642,0.00035072005,0.00025855773,0.002976355,-0.00020483487,-0.0012284244
0.00049944164,0.0014909077,0.015126427,-0.0012864711,0.019298933,0.0016107776,-0.0017447253,0.0004821214,0.0003122024,-0.0027188286,0.00033314028,-0.00019248461,0.0011576161,0.00018491953,0.002926391,0.00085060246,-1.2667795e-05
-0.0043522315,-0.0092135295,-0.019476777,-0.0025047832,-0.00804732,-0.0005858837,0.0009797023,0.00058354595,-0.0009613004,0.0015950681,0.00023249941,0.00028475243,-0.0025987062,0.000115522795,-0.014151099,0.00026769223,1.50669985e-05
0.004552353,0.0050343997,-0.0110289445,-0.0014308481,-0.007425119,0.0005125838,0.00033202398,0.0005143676,0.00029915533,-0.0007965027,0.0001571351,-0.0010384053,7.08079e-05,0.00020195187,-0.0004031657,-0.00049757404,-5.466064e-06
0.0005883852,0.001418415,-0.0071036876,-0.0012162798,-0.0049422844,0.0001558619,0.0007022424,0.0007831303,0.00027082293,-0.000686738,0.00022894604,0.00023685269,-0.004197591,0.00016752112,-0.0001511644,-0.000613894,1.5036152e-05
0.0009814563,0.0013594396,-0.007459803,-0.0023638138,-0.0106628025,0.0010284209,-0.0044607585,-0.009956964,-0.01202394,-0.0023842722,0.00022610888,0.0004156096,0.00095073425,0.0002148049,0.0010682754,8.036317e-06,-0.000523006
-0.02080142,-0.021527458,-0.007814939,-0.0013543413,-0.007958815,0.0005313598,-0.0006584669,0.00061817124,9.415295e-05,-0.0014926008,0.00022411498,0.00039961602,0.0008958071,0.000119742544,-0.010869568,0.0005386056,6.9373324e-05
-0.00447211,-0.0030796132,-0.0084412275,-0.002937982,-0.006751781,-0.0002314784,0.00050042884,0.000746344,0.00021329279,-0.0027063058,-0.0018697402,0.0003243152,0.0012094202,0.00015701071,-0.0002258772,-0.00069434464,-5.0349365e-05
0.006224233,0.0064855902,-0.0069623645,-0.001261731,-0.007273877,0.00047769776,0.0009922483,0.00076620706,0.00042692444,0.0013969089,-0.00035211092,0.00020729809,9.548023e-05,0.00023482893,-0.0018497976,-0.0005208455,0.0005044704
-0.00010494185,0.0002526576,-0.008261497,-0.0014970604,-0.00970458,0.0009732827,0.00041553387,0.00081250194,0.00028279127,-0.00076399883,0.0002372317,0.0002921396,-8.1087754e-05,0.00019179122,0.0026057772,0.00067602703,-4.436872e-05
0.006094357,0.0060989074,-0.006274153,-0.0010642299,-0.0069503505,0.0005852851,0.0009963934,0.0007710189,0.00042376982,-0.00046923765,0.00029496095,0.0008514619,-1.4757878e-05,0.00023816378,-0.0016604735,0.0005672143,0.00047199847
0.005854265,0.0058341874,-0.0062891617,-0.0009688325,-0.0064645177,0.00016168007,-0.0006160289,0.00075241097,0.00041184554,-0.0005464104,-0.00079446065,-0.002073338,0.0009979382,0.00022356036,0.0009272678,-0.00017590246,-0.00019921742
0.00026024156,0.0012263252,-0.0070650964,-0.0011816329,-0.0069672023,0.0003366882,0.00012849657,0.0008062221,0.00027331355,-0.000518919,0.00019202169,0.00031972158,-9.371177e-05,0.00017868272,-0.00024234863,-0.0006475317,1.4590289e-05
7.3666706e-07,0.0008263415,0.00954072,0.0044439747,0.015717357,-0.0029923143,0.00011962861,0.00043564022,0.00029041257,0.0016816144,0.00026313224,-0.0043153404,-0.0052540274,0.00017443087,0.00010051142,-0.00068051973,-1.5524231e-06
0.0073738154,0.0067579406,0.010455287,0.0056031505,0.0194518,-0.0012618975,0.00020283695,-0.002888154,0.00041307014,-0.00093987846,0.00028787862,0.0007436764,-0.002098497,0.00026037166,0.0024500452,-0.00022051917,-0.0013071662
-0.004145567,-0.0026199291,-0.00846646,-0.0011148936,-0.0033527517,0.00051993376,0.0013427741,0.0008137874,0.00023798496,-0.00050932437,0.00026649874,0.00041086753,0.0014835041,0.0001350426,0.00048093902,-0.00032852913,-0.00029861525
-6.0466147e-05,0.00036357972,0.00979382,0.0006150487,-0.013400882,-0.00011297231,-0.0011984213,0.0006446544,0.0002897042,-0.00082533446,0.000247029,2.4312578e-05,8.70871e-05,0.00018284905,0.0023405198,0.00030587363,-0.0005066994
-0.017178282,-0.020750586,-0.010694297,-0.0020616087,-0.007012731,-0.00032763497,5.221046e-05,-0.0035876662,0.00018168605,-0.0018285054,0.0002509658,8.825357e-05,0.0009164279,8.86159e-05,-0.0018967628,0.0002671881,-0.00041618128
0.0076741874,0.007562823,-0.006011712,-0.00066688244,-0.0070860214,-0.00032913458,-0.003108224,0.00057241984,0.000291988,-0.0011364238,-0.00073678617,0.0008891742,1.8656796e-05,0.00025122773,0.0033018878,-0.00021853278,8.891251e-05
0.0061054425,0.0059937215,-0.006466093,-0.002039693,-0.007712104,7.3154384e-05,0.0001582666,0.0007627273,0.0004181718,-0.0005356765,0.00018170296,-0.002070489,0.0010626797,0.00023257271,0.0010138397,-0.00047522646,0.00062666263
0.0067737964,0.006606302,0.009511151,-0.0023201038,-0.008542086,-0.0014192892,0.00038006646,0.0007891446,0.00047853784,0.0015120888,0.00019588378,0.00074568036,0.00011899403,0.00025073142,0.0035544129,-0.00039778018,-0.00024179433
-0.020866854,-0.021395177,-0.009057931,-0.0015102847,-0.0067812307,0.0003217804,-0.0014428354,0.0005787392,-0.0021111467,0.0012594687,-0.002049545,0.00033251822,0.0006825663,0.000106205414,-0.013403475,0.00027945754,1.3968237e-05
0.0068732365,0.007075738,0.017555123,0.0054676826,0.01967776,0.0017550843,0.0009072223,0.0004396839,0.00045357086,0.0045675226,0.00058242976,-0.0011733858,0.00016158367,0.00025610434,0.003950107,0.00077118515,4.5225906e-06
0.007097004,0.0074272985,-0.0060660546,-0.0008965699,-0.0066766087,-0.0003784896,-0.0009017774,0.00076279545,0.00038257046,-0.0009230996,0.00024065757,0.00089211826,4.5001183e-05,0.00023337983,0.0021578693,-0.00048751454,1.6169444e-05
0.0020298923,0.0030629018,-0.01029187,-0.0012037051,-0.009293988,0.00027850005,0.00030111911,0.00078197423,-0.00043072336,0.001572526,0.00015669553,-0.0001185675,-0.0024676663,0.00019745842,0.0009713882,-0.00043525035,-5.2579682e-05
-0.007368492,-0.016752286,-0.008523185,-0.0014319951,-0.005999013,0.000118907556,0.00046925253,0.0007356201,-0.00057119865,0.00081201515,0.00017047729,0.00036288548,0.00083739974,0.0001380919,-0.017220998,-0.00038599753,-1.1135456e-05
-0.0003284019,0.0003576827,0.009478618,0.00031773798,-0.013373779,-0.00022842258,-0.0010824808,0.00064478914,0.0002750378,-0.0007182256,0.00020549889,0.0002613139,-0.0001460907,0.00018286938,0.0021916418,-0.0007361072,-0.00010173238
0.007028878,0.007398379,-0.00625751,-0.0009511832,-0.007499417,0.000589263,4.6202178e-05,0.0007946707,-0.0028880583,-0.0021256658,0.00023147566,0.00093721156,0.0011900695,-3.186344e-06,0.0029134376,-0.00037869703,0.000546457
-0.01592346,-0.020631324,-0.014471658,-0.0041293497,-0.007613546,-0.00045684178,0.0010096091,0.0004953029,0.00017949061,-0.0006838769,0.00024724365,0.0002677276,-0.0018397991,4.8699847e-05,-0.012934859,0.00040031387,7.057308e-05
-0.0046585063,-0.009627815,-0.018085849,-0.0014609768,-0.008122584,-0.0005809227,-0.0015451303,0.0005155417,0.00020003937,-0.0020223148,-0.0019120837,0.00037395963,0.00096241076,0.00012958699,-0.017179828,0.00022247949,3.8877053e-05
0.007661945,0.007875362,-0.006675963,-0.0017547979,-0.0076467004,-0.00027102337,-0.00083401817,0.00078914064,0.000503098,0.0014837253,-0.00011150575,0.0010949903,0.001185683,0.00025298295,0.0037342743,-0.00034804933,-0.00010688231
-0.00068251893,0.00021090833,-0.006896368,-0.0012576336,-0.006899691,0.00018211127,0.00014741035,0.0008070556,0.00025069568,-0.0004918468,0.00019694174,-0.00046270405,0.0010109607,0.0001880734,-0.00024956785,-0.00055419886,-5.3249136e-05
0.006335468,0.0065918807,-0.0063915453,-0.0020370537,-0.007214633,-0.00070894597,0.000319013,0.00076021074,0.0004122099,-0.0004902734,-0.00037929142,-0.000647294,0.00035817345,0.00021976308,-0.00043901821,-0.0004798663,0.00026163907
-0.0007434685,2.8787148e-05,-0.0069108987,-0.0014393185,-0.0064011007,0.00027434062,-0.0011708961,0.00078411784,0.00024013572,-0.00052412756,0.00016348272,-0.00063246745,0.00011086595,0.00017649021,-0.00013086633,-0.0004766086,-0.0002959734
-0.004358485,-0.002043667,0.010356402,-0.0041832277,0.014175739,-0.0007323174,0.0013315831,0.0005625983,0.00020719974,-0.0034099617,-0.0029288253,-6.6741624e-05,0.0009296688,0.00018631872,0.0019163531,0.00027890786,0.0005101532
-0.0025997534,-0.00048250964,-0.008013265,-0.0024998605,-0.0037448998,0.00031709086,0.0004961138,0.0007022549,-0.0030468402,-0.0023730905,0.0003238779,0.00040268272,0.0013885747,0.00017236087,-0.0013144601,0.0007019141,0.0007625778
0.004917502,0.005057954,-0.011085493,-0.0026438478,-0.004959524,8.661715e-05,0.00019988579,0.00076458295,0.00031271114,-0.0013006999,0.00021449078,0.00050188205,-0.00012254476,0.00021890289,-0.00081748323,-0.00067665917,-7.315134e-05
0.0060602594,0.007290325,-0.008477855,-0.00075383455,-0.007557513,-0.0006678026,0.00023727292,0.0008099074,0.0004333654,-0.0008267984,0.00016605321,-6.074e-05,0.0011529342,0.00026871817,0.003314356,-0.0004537004,0.00031156724
-0.006669393,-0.01646204,-0.008391198,-0.0012720288,-0.005848944,0.00022060944,0.00054225273,0.000772207,0.00018097328,-0.00047939818,-0.00056696584,0.00028728027,0.0003219249,0.00014558494,-0.01686825,-0.00041486448,-3.3895263e-05
0.0062358817,0.006716051,-0.006309791,-0.0011235087,-0.006569363,-0.00068459107,0.00035317603,0.0007658661,0.0004012611,-0.0005075428,-0.00031365664,0.0007916234,1.9967394e-05,0.00022788359,-0.0016902587,-0.0005592476,0.00027107535
-0.007871873,-0.017091025,-0.007759556,-0.001547962,-0.0042633293,-0.0011304222,0.000258008,0.00079433736,-0.0011674175,0.0011810123,0.00021570544,0.00038371317,0.00097351574,0.00013500496,-0.016900226,-0.0003504205,-5.8092435e-05
0.006706275,0.007041735,-0.0072983894,-0.0015999657,-0.007625826,-0.00053905015,0.00023597188,0.0007488978,0.00047128793,0.0015673701,0.00021140509,0.0008415175,-0.004496022,0.00021652617,0.0018102474,-0.0004132814,0.00026350396
0.006648292,0.0067272666,-0.0060579977,-0.0010546056,-0.006582719,-0.0005199385,0.00022849876,0.000772575,0.00041887467,-0.0007515461,0.00031628943,0.0009822807,0.0012447273,0.00023786078,0.0007318076,0.00062987657,1.0432552e-05
-0.004186739,-0.002148793,-0.009404023,-0.0014938805,-0.0030854405,0.00047770282,-0.0009243206,0.00079659,-0.00021197675,0.002316789,0.00028145168,0.00041818924,0.0011811099,-0.0003584754,0.0005320721,-0.000336051,-4.49065e-05
0.0070017,0.006985394,0.018972486,0.005512542,0.020619802,0.0013736883,0.00028784428,-0.00021486048,0.0004909414,0.005925638,0.000247672,0.0013815389,-0.000122023295,-0.0006518504,0.0032473276,0.0007310737,5.5672208e-05
0.006268844,0.0062553757,-0.0041909665,-0.0013304517,-0.007882016,-0.00087055634,0.0010052496,0.0007818676,0.00027418515,-0.0010781958,0.00016222028,-0.0019360315,0.0009288574,0.00024608255,0.0030807238,-9.373575e-05,-0.0012725358
-0.005556428,-0.0017909305,-0.006642973,-0.0010328095,-0.005722163,-0.0017427423,0.0002322385,0.0007999755,0.0002415867,-0.0021471481,0.0001658,0.00043456964,0.0010962943,-1.2081741e-05,-0.00024104831,-0.0005645337,0.00043883506
0.006189748,0.0062460974,-0.004188798,-0.0013780459,-0.007965588,-0.00079235097,0.0010398708,0.00078244205,0.00024495996,-0.0022664417,0.0001886118,-0.0018317841,0.00089026534,0.00024354068,0.0030566917,-0.00020675072,-0.0012753209
0.0015954282,0.0015311681,0.01874453,0.005499015,0.020944027,0.0010738259,0.0013526882,0.0004271536,0.00039831633,0.006194871,0.0004843244,0.0005437786,0.000326441,0.0001934974,0.0025150804,-0.00056380016,0.0005946545
-0.016055992,-0.020249637,-0.014394056,-0.0024913666,-0.0071430355,-0.00039018123,0.00034355748,0.00047327176,0.00017912613,-0.0006056147,0.00023624381,0.00019859851,-0.0020374896,4.8699847e-05,-0.012896075,0.00036048886,3.191166e-05
-0.004688073,-0.009537819,-0.018085849,-0.0014609768,-0.008111673,-0.0005119873,-0.0014483402,0.00051564135,0.00020061714,-0.0023617116,-0.0016884466,0.00037395963,0.0009958146,0.00012958699,-0.016160714,0.00017573111,3.8877053e-05
-0.008037499,-0.01774239,-0.006670188,-0.0015714113,-0.007923673,-0.0014151644,0.00024192396,0.00032162401,0.00017616837,-0.0019815024,0.00023252814,0.00036681307,-0.000119590346,0.00013167904,-0.01769909,0.00063848734,9.887495e-05
0.0074118236,0.007704701,-0.006045516,-0.00083368155,-0.006949438,-0.00026811723,-0.0005852043,0.0007993542,0.00045404834,-0.0005353382,-0.0007058814,0.0010087226,0.0012353597,0.00022777858,0.0033031467,-0.00017836684,-0.00011991158
0.0006841037,0.0011572487,0.01108537,0.0046544396,0.020546902,0.0007452468,1.0781363e-05,0.0004729551,0.000291168,0.004069905,-0.0009982887,0.0007033402,0.0004260231,0.00018843041,0.0024321883,-0.0008198978,0.00020926223
0.0009651564,0.0017599004,0.013043772,0.00088030833,-0.0047804127,-0.00064134784,5.548382e-05,0.0006434584,0.0002982457,-0.0037811515,-0.0018681309,-0.00021208754,0.0009750993,4.183746e-05,0.0025160422,0.0007122678,6.064361e-06
-0.0041054864,-0.0018561712,0.009729095,-0.0071901726,0.013813828,-0.0011866852,0.00033240882,0.0003972062,0.00024749213,-0.00092991284,0.00025489315,-0.00091927464,-0.00015388115,0.00017773677,0.0019465744,0.0004542255,-2.2572887e-05
0.0015158561,0.0018115833,0.018941086,0.00525317,0.021126369,0.000590578,0.0006141819,0.000419601,0.00038302946,0.0062767006,0.00046680556,0.00062957767,0.00034168139,0.00018464617,0.0024458615,-0.0006559075,-3.8219645e-05
0.006327942,0.006631146,0.013750938,0.004118559,-0.008136427,0.0013560832,0.0009707571,0.00064233196,0.00041151658,-0.0024476866,0.0004990223,0.0010160763,0.0013959097,-9.6297554e-05,0.0032064905,0.00073100365,-0.0005359695
