J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC,Utot
0.7005386,70.053856,24.967781,37.87479,43.252186,51.285885,53.76149,55.427044,1300.0347,1266.2867,1299.4098,1285.8577,4.7943664,2.1146765,23.035896,21.299622,2.0022128,52.12782,3.3016384
0.70055634,70.05563,24.961334,37.914898,43.245773,51.28461,53.76332,55.430927,1300.1069,1266.4196,1299.649,1286.2825,4.79459,2.1143718,23.031836,21.299997,2.0024111,52.11146,3.3004563
0.7005704,70.057045,24.950472,37.94174,43.238388,51.28478,53.77249,55.43201,1300.2472,1266.6434,1299.6417,1286.3466,4.794821,2.1138036,23.033869,21.29928,2.004035,52.08304,3.2989419
0.7005801,70.058014,24.946878,37.94938,43.227673,51.284714,53.78682,55.4505,1300.1727,1266.588,1299.5519,1286.2891,4.795002,2.1116514,23.036076,21.293316,2.0029824,52.01408,3.2977438
0.7005891,70.058914,24.944677,37.949234,43.225662,51.279007,53.776443,55.44665,1300.457,1266.8275,1299.647,1286.4702,4.795169,2.1092603,23.037708,21.292276,1.9964632,52.03304,3.296541
0.70059407,70.05941,24.951694,37.952232,43.221977,51.281387,53.756145,55.424038,1300.4219,1266.8351,1299.704,1286.5472,4.795411,2.108392,23.034986,21.294682,1.9998555,52.100212,3.295179
0.7006018,70.06018,24.961575,37.945328,43.226364,51.285343,53.755493,55.427185,1300.4283,1266.8121,1299.7543,1286.7097,4.7953496,2.105715,23.038889,21.292229,1.9914842,52.113964,3.2943044
0.70062417,70.062416,25.002642,37.9432,43.226826,51.30047,53.75957,55.429577,1300.2283,1266.6182,1300.0433,1287.0217,4.795078,2.1009216,23.04188,21.284262,1.9883785,52.101727,3.2928178
0.7006305,70.06305,25.015707,37.96774,43.226097,51.307507,53.761703,55.43281,1300.1832,1266.4232,1299.8556,1286.9159,4.7953243,2.0979538,23.044432,21.277086,1.9830438,52.07556,3.291868
0.70063984,70.06398,25.019255,37.9805,43.212894,51.314102,53.75241,55.426846,1300.096,1266.2865,1299.9689,1287.0011,4.796611,2.0966532,23.046478,21.279987,1.9833322,52.0823,3.291606
0.7006422,70.06422,25.02505,37.95537,43.199112,51.321404,53.75645,55.432716,1300.2542,1266.3429,1300.0392,1287.1088,4.7961698,2.0950575,23.04813,21.281242,1.9887846,52.079113,3.2921712
0.7006404,70.06404,25.023767,37.967453,43.191105,51.330322,53.767124,55.44999,1300.1576,1266.2831,1299.9005,1286.9513,4.7957964,2.093917,23.049282,21.27875,1.9922285,52.04212,3.2928765
0.7006316,70.06316,25.01313,37.98275,43.20788,51.337112,53.764904,55.44763,1300.0043,1266.1975,1299.6324,1286.8289,4.795243,2.095246,23.04994,21.278746,1.9929205,52.072014,3.293423
0.7006366,70.06366,24.997663,37.968723,43.216583,51.333908,53.758636,55.44138,1300.0353,1266.1057,1299.5039,1286.6592,4.7944903,2.0997999,23.04993,21.277912,1.9958568,52.118816,3.294317
0.700622,70.0622,24.969267,37.965652,43.236454,51.33072,53.752026,55.43254,1299.8771,1265.9885,1299.7927,1286.9219,4.7940264,2.101069,23.049433,21.27999,1.994866,52.16615,3.2954
0.7006078,70.060776,24.934492,37.97266,43.228336,51.31887,53.74719,55.422276,1299.7958,1265.9723,1299.5702,1286.579,4.7933645,2.1037395,23.048517,21.282135,1.9962894,52.17784,3.296497
0.70059544,70.05955,24.898157,37.96212,43.25095,51.315933,53.73739,55.410393,1300.018,1266.217,1299.6375,1286.713,4.7914376,2.1083949,23.047184,21.285618,2.0031052,52.251526,3.2976592
0.70058393,70.058395,24.859035,37.93341,43.262936,51.310642,53.74066,55.406303,1300.2213,1266.5176,1299.8594,1286.9655,4.791331,2.1163275,23.045544,21.288406,2.0048165,52.26204,3.29846
0.7005732,70.05732,24.82121,37.90219,43.26814,51.307774,53.735558,55.4005,1300.0691,1266.4194,1300.4254,1287.5708,4.79253,2.1206362,23.043423,21.288532,2.0064986,52.29745,3.2992697
0.7005661,70.05661,24.773174,37.87632,43.2564,51.29416,53.730495,55.39472,1299.866,1266.3745,1300.4628,1287.6967,4.793053,2.1274664,23.040785,21.284765,2.005595,52.29954,3.2994633
0.7005583,70.05583,24.708105,37.85892,43.262836,51.2965,53.740765,55.40989,1299.7101,1266.322,1300.2252,1287.4707,4.7934504,2.127327,23.03763,21.287636,1.994816,52.254456,3.299581
0.7005645,70.05645,24.64514,37.837677,43.272224,51.275776,53.76924,55.415264,1299.4625,1266.1227,1300.5085,1287.8177,4.7939577,2.1300714,23.034061,21.287205,1.9854822,52.242737,3.300027
0.70055807,70.05581,24.622986,37.833298,43.279305,51.270744,53.748734,55.397205,1299.4044,1266.1731,1300.694,1287.9714,4.794178,2.1306562,23.036573,21.287651,1.9796338,52.288044,3.2994378
0.700551,70.05509,24.624136,37.80334,43.269817,51.25876,53.733078,55.39234,1299.6713,1266.3319,1300.6758,1287.8799,4.794207,2.1303172,23.035162,21.29201,1.977234,52.27808,3.2990448
0.70055777,70.05578,24.62994,37.82048,43.28152,51.253025,53.70969,55.376812,1299.8795,1266.5829,1300.8387,1288.107,4.79461,2.130682,23.033094,21.300224,1.9764953,52.325935,3.2980585
0.70056164,70.05617,24.655313,37.865223,43.267,51.25274,53.708706,55.381203,1299.5334,1266.2676,1300.7241,1288.0972,4.795222,2.1288562,23.031054,21.29789,1.9738506,52.27978,3.2967265
0.70056266,70.05627,24.686749,37.885,43.280304,51.24462,53.69921,55.380035,1299.5486,1266.2144,1300.6093,1287.9664,4.7953835,2.1259732,23.035383,21.296124,1.9723468,52.274303,3.295474
0.70057255,70.05726,24.725445,37.925037,43.271088,51.24959,53.69856,55.38245,1299.4736,1266.2156,1300.6165,1287.8674,4.796188,2.1236541,23.035322,21.293907,1.9778291,52.234455,3.2936473
0.70056766,70.05676,24.733143,37.979836,43.26464,51.244377,53.69151,55.385036,1299.4863,1266.1776,1300.27,1287.5579,4.796267,2.1243062,23.035797,21.29738,1.9843606,52.218044,3.2927685
0.70057744,70.05775,24.72332,38.007034,43.26589,51.233757,53.683304,55.38846,1299.5061,1266.214,1300.1118,1287.3127,4.7964673,2.1251972,23.036118,21.3069,1.9913982,52.202946,3.292385
0.7005827,70.058266,24.727259,38.006516,43.258213,51.233543,53.691372,55.39943,1299.5474,1266.2307,1300.1023,1287.2999,4.79677,2.1245189,23.036394,21.305979,1.9966182,52.18495,3.2918975
0.70059025,70.05902,24.732372,38.021732,43.277042,51.22726,53.69272,55.405224,1299.3527,1266.0784,1299.8867,1286.9905,4.798489,2.1240973,23.03645,21.304983,2.0052047,52.180607,3.290955
0.70059276,70.05927,24.76318,38.059822,43.290527,51.21794,53.686348,55.395775,1299.336,1265.9596,1299.7518,1286.9022,4.79858,2.1237342,23.036568,21.302984,2.0155323,52.217926,3.2902281
0.70059884,70.05988,24.793379,38.059086,43.280643,51.20908,53.688118,55.397106,1299.4352,1265.9683,1299.2969,1286.3611,4.7975297,2.123628,23.036455,21.301695,2.0221024,52.23847,3.2894027
0.7005955,70.059555,24.816225,38.043205,43.29472,51.202538,53.69389,55.3993,1299.5248,1266.06,1299.1525,1286.12,4.797922,2.1236885,23.0364,21.308184,2.0304782,52.24995,3.2885442
0.7006012,70.06012,24.835405,38.006435,43.298244,51.191547,53.700672,55.39958,1299.7056,1266.2198,1299.0203,1285.8855,4.797845,2.1238596,23.03629,21.311274,2.0366366,52.26104,3.2874658
0.70061105,70.06111,24.822056,37.96152,43.30626,51.18542,53.71203,55.405666,1299.9033,1266.3513,1298.8688,1285.73,4.7975616,2.124319,23.03619,21.312881,2.0425677,52.263885,3.2865336
0.7006233,70.062325,24.796602,37.932705,43.29919,51.180477,53.73001,55.41728,1299.5537,1266.0195,1298.604,1285.414,4.7991624,2.1262188,23.035994,21.315989,2.0480561,52.214428,3.2847059
0.70063496,70.06349,24.780266,37.932705,43.29374,51.17968,53.736443,55.424458,1299.6168,1266.001,1298.4763,1285.2632,4.798911,2.127565,23.035915,21.314457,2.048035,52.217884,3.2838523
0.70064896,70.064896,24.762592,37.9293,43.29707,51.193123,53.752525,55.438145,1299.3854,1265.7712,1298.6302,1285.4148,4.7992496,2.1286185,23.035706,21.304712,2.0442972,52.195312,3.2830262
0.7006508,70.06508,24.75459,37.909237,43.301464,51.20345,53.770832,55.453568,1299.483,1265.8179,1299.0531,1285.7802,4.7993526,2.1259353,23.035616,21.307907,2.0360465,52.166317,3.2823474
0.700652,70.0652,24.76589,37.87603,43.296505,51.203,53.77518,55.444473,1299.4022,1265.7125,1299.4143,1286.2405,4.79913,2.1246796,23.035425,21.309727,2.0363927,52.16783,3.281604
0.700646,70.0646,24.801598,37.887302,43.284748,51.226864,53.749985,55.43454,1299.4734,1265.8134,1300.0187,1286.9888,4.7976065,2.1237562,23.035429,21.312565,2.0362406,52.173878,3.2807505
0.7006441,70.06441,24.81851,37.874897,43.2816,51.23592,53.7495,55.434,1299.9795,1266.2188,1299.722,1286.6895,4.7967796,2.1250088,23.03523,21.314028,2.0374744,52.13772,3.2806587
0.700645,70.06451,24.818602,37.85477,43.278484,51.248444,53.748642,55.43653,1300.1577,1266.4022,1300.258,1287.272,4.797451,2.1255922,23.035446,21.305487,2.0369916,52.11579,3.2805483
0.7006427,70.06427,24.816193,37.838165,43.276558,51.255672,53.75503,55.44246,1300.024,1266.2238,1300.4998,1287.5978,4.797864,2.1249664,23.035217,21.296114,2.0339427,52.0708,3.2805865
0.7006397,70.06397,24.810665,37.861446,43.288616,51.25885,53.746418,55.435886,1299.7988,1266.1512,1300.7404,1287.918,4.7976885,2.1233788,23.035189,21.288864,2.0349565,52.096043,3.2799523
0.7006354,70.06354,24.799976,37.877083,43.27156,51.27024,53.7484,55.438374,1299.817,1266.3044,1300.7117,1287.9346,4.7976995,2.122712,23.035358,21.289104,2.033367,52.075855,3.2797496
0.7006286,70.06286,24.788443,37.91366,43.2852,51.277855,53.74816,55.438473,1299.7378,1266.2655,1300.0714,1287.3856,4.7960615,2.125046,23.035736,21.290789,2.0331895,52.08531,3.27956
0.7006312,70.063126,24.758842,37.920982,43.276768,51.283,53.748898,55.44056,1299.8894,1266.4447,1300.1678,1287.4303,4.7978797,2.1259558,23.035568,21.294254,2.0307462,52.070892,3.2792828
0.70062727,70.06273,24.767836,37.924377,43.28892,51.293926,53.756367,55.44702,1299.9696,1266.5757,1299.7781,1287.0176,4.8000674,2.1263113,23.03583,21.292284,2.0275636,52.078354,3.2789624
0.7006224,70.06224,24.784756,37.99634,43.294006,51.297302,53.76045,55.44685,1299.9878,1266.7043,1299.1848,1286.4724,4.8005996,2.1270905,23.035652,21.297426,2.0313122,52.077995,3.2785466
0.7006165,70.06165,24.846394,38.033432,43.29246,51.304317,53.766987,55.450333,1299.9795,1266.7223,1299.4099,1286.6929,4.799707,2.1264338,23.035786,21.300901,2.0350928,52.092537,3.2783718
0.7006068,70.060684,24.89479,38.02009,43.288883,51.301643,53.804173,55.451015,1299.7709,1266.5688,1299.1887,1286.4272,4.7993526,2.1248286,23.035872,21.305412,2.0321262,52.0997,3.2781363
0.70060503,70.06051,24.898357,38.03346,43.309425,51.29619,53.792454,55.450317,1299.8204,1266.6372,1298.9781,1286.042,4.8003426,2.1262288,23.035795,21.311523,2.0324442,52.116,3.277956
0.70060575,70.06058,24.920086,38.055874,43.31708,51.294662,53.788273,55.456898,1299.812,1266.6377,1298.8881,1285.9001,4.799942,2.1263359,23.035845,21.312912,2.0354283,52.118378,3.2775085
0.70061356,70.061356,24.90652,38.071262,43.314156,51.281586,53.77603,55.455296,1299.5258,1266.3834,1298.8275,1285.8046,4.7994237,2.1254041,23.033321,21.320456,2.0418656,52.119225,3.2772949
0.7006124,70.06125,24.911158,38.082233,43.30878,51.27341,53.759445,55.455784,1299.2352,1266.0275,1298.8271,1285.7198,4.7990246,2.1266174,23.034727,21.324955,2.0445776,52.136463,3.2769468
0.7006152,70.06152,24.929543,38.104797,43.316856,51.26913,53.746113,55.45573,1299.398,1266.0796,1299.0463,1285.9384,4.7980485,2.1260254,23.036177,21.324175,2.046798,52.173958,3.2774673
0.70061177,70.06118,24.946465,38.08616,43.316563,51.282043,53.74106,55.461185,1299.0128,1265.6438,1298.9059,1285.8833,4.7978544,2.1241224,23.037207,21.322453,2.0478504,52.17985,3.2775426
0.700609,70.060905,24.961185,38.046406,43.305565,51.269596,53.73664,55.454403,1299.1471,1265.8234,1299.4188,1286.4546,4.798079,2.1222088,23.037924,21.334143,2.0485594,52.18443,3.276854
0.70061684,70.06168,24.957176,37.99746,43.307705,51.26184,53.714172,55.447342,1298.7605,1265.4603,1299.5452,1286.5797,4.7960267,2.1231387,23.038786,21.331636,2.051286,52.193268,3.2754707
0.7006224,70.06224,24.943449,37.97416,43.309147,51.257774,53.69902,55.44434,1299.0605,1265.6824,1299.3987,1286.3875,4.794111,2.1289768,23.0395,21.328655,2.0509887,52.18293,3.2743485
0.7006257,70.06257,24.923626,37.93461,43.300026,51.243893,53.676414,55.43748,1299.4751,1265.9956,1299.4529,1286.3567,4.7938657,2.130475,23.040066,21.326387,2.0513244,52.186527,3.272913
0.70063114,70.06312,24.902008,37.87662,43.284584,51.23114,53.661457,55.43726,1299.5117,1266.0175,1299.9768,1286.9347,4.793989,2.128975,23.040667,21.320889,2.050986,52.183624,3.2712588
0.7006386,70.06386,24.88926,37.85951,43.286865,51.2277,53.65505,55.4374,1299.5698,1266.1471,1299.8741,1286.9247,4.7932987,2.1288278,23.040655,21.317524,2.0490193,52.18847,3.2687607
0.7006416,70.064156,24.883823,37.89027,43.27817,51.232296,53.65337,55.43806,1299.4584,1266.158,1299.4413,1286.521,4.792372,2.132664,23.040892,21.3129,2.048198,52.17788,3.2653878
0.7006426,70.06426,24.878078,37.87481,43.2745,51.238667,53.653774,55.440025,1299.3889,1266.0834,1298.7402,1285.8778,4.7915573,2.1340432,23.04087,21.311657,2.0465243,52.16604,3.262439
0.70064306,70.06431,24.871347,37.909,43.28022,51.243916,53.660637,55.44332,1299.4004,1266.0983,1298.3711,1285.562,4.790895,2.1367362,23.040703,21.30436,2.0445786,52.146862,3.2586744
0.70065445,70.065445,24.856646,37.91628,43.26444,51.242386,53.664455,55.444477,1299.8162,1266.4015,1299.0479,1286.2096,4.7917986,2.1323328,23.040207,21.298605,2.0429385,52.117664,3.2562392
0.7006606,70.06606,24.867449,37.929733,43.27596,51.25635,53.68002,55.453773,1299.748,1266.3229,1298.739,1285.9178,4.79167,2.1331837,23.039848,21.305088,2.0378354,52.11334,3.253844
0.7006643,70.06643,24.899837,37.97275,43.270943,51.271206,53.70259,55.457214,1299.8802,1266.4713,1299.2344,1286.5048,4.7914453,2.1277916,23.039053,21.300526,2.0364518,52.126537,3.2514164
0.7006655,70.06655,24.941607,37.98229,43.286156,51.275196,53.726997,55.462296,1299.9728,1266.5728,1299.8698,1287.0381,4.7903614,2.1217875,23.038393,21.289309,2.0381815,52.133247,3.248177
0.7006643,70.06643,24.95779,38.004745,43.287663,51.28245,53.751816,55.459198,1300.1693,1266.7988,1300.1045,1287.2928,4.7912755,2.1205986,23.037477,21.28254,2.0389814,52.134666,3.24473
0.7006651,70.06651,24.953854,38.025738,43.303703,51.284008,53.723286,55.45716,1300.4321,1267.0859,1300.3108,1287.4879,4.791973,2.1213517,23.036232,21.280546,2.0392828,52.153854,3.2411265
0.7006608,70.066086,24.97969,38.07046,43.311623,51.28065,53.730335,55.45698,1300.4155,1267.0858,1300.5415,1287.8335,4.792709,2.1185005,23.035126,21.274624,2.0428448,52.168068,3.2374952
0.700656,70.065605,24.971106,38.114124,43.30518,51.258587,53.72034,55.439518,1300.2162,1266.9232,1300.4576,1287.8036,4.793628,2.1203237,23.03358,21.271345,2.0455043,52.19485,3.2345076
0.70065063,70.06506,24.982533,38.124275,43.296772,51.242702,53.707726,55.429043,1300.3105,1266.9753,1300.1228,1287.4573,4.794484,2.1216042,23.036165,21.270002,2.0447989,52.223267,3.2320035
0.7006475,70.06474,24.987825,38.10476,43.297337,51.235897,53.705807,55.421814,1300.1394,1266.8784,1299.5762,1286.8755,4.794968,2.1223855,23.036167,21.274185,2.0394285,52.236843,3.23029
0.70063657,70.06366,24.98889,38.090874,43.287663,51.232838,53.702507,55.417164,1300.0662,1266.9374,1299.3054,1286.6686,4.7958546,2.1250494,23.036104,21.280243,2.0374763,52.23864,3.2297802
0.7006341,70.063416,24.97821,38.068375,43.300335,51.206856,53.68959,55.40082,1300.0183,1266.9496,1299.8988,1287.211,4.797198,2.1259468,23.035877,21.28839,2.0367222,52.269123,3.23003
0.7006302,70.06302,24.966476,38.024086,43.299126,51.18896,53.672123,55.400433,1299.7495,1266.7726,1299.4916,1286.6713,4.7958217,2.1246407,23.035841,21.292305,2.0259376,52.252457,3.2304406
0.7006259,70.062584,24.956322,38.028667,43.299736,51.169064,53.660248,55.404358,1300.0239,1267.0171,1299.4159,1286.5516,4.7957554,2.1187813,23.035713,21.30135,2.011469,52.23281,3.232217
0.7006239,70.06239,24.949476,38.01853,43.277023,51.161392,53.65641,55.39867,1300.181,1267.1416,1299.7677,1286.955,4.795634,2.1126466,23.035606,21.311552,2.014957,52.251682,3.233749
0.7006189,70.0619,24.942883,37.995754,43.281937,51.153515,53.644836,55.385296,1300.3037,1267.2985,1299.7095,1286.9182,4.795226,2.1118531,23.035519,21.321186,2.0156088,52.277298,3.2351189
0.70062274,70.06227,24.925585,37.972904,43.282124,51.148777,53.653477,55.3787,1300.0768,1267.2224,1299.3153,1286.4729,4.7948184,2.1164067,23.035337,21.328016,2.01742,52.270233,3.2349706
0.7006238,70.06238,24.909521,37.97301,43.271034,51.146465,53.655434,55.381496,1299.5812,1266.6495,1299.4276,1286.5918,4.794516,2.1232443,23.035238,21.331863,2.020648,52.24779,3.2356646
0.7006251,70.062515,24.89922,37.967865,43.269733,51.147087,53.65026,55.375507,1299.3649,1266.303,1299.0951,1286.3533,4.7929087,2.1158652,23.033314,21.33251,2.0227985,52.259525,3.2371566
0.70062685,70.06269,24.892439,37.997093,43.26513,51.152504,53.67983,55.380177,1299.4795,1266.2697,1299.428,1286.5931,4.793195,2.1168303,23.034527,21.329517,2.025507,52.24733,3.2387037
0.7006337,70.06337,24.895489,37.977753,43.258793,51.166485,53.672432,55.384556,1299.3773,1266.0289,1300.2832,1287.4337,4.7931013,2.1124802,23.03563,21.32926,2.0283852,52.242496,3.2412288
0.70063686,70.06369,24.910154,37.97376,43.25611,51.196217,53.676296,55.3983,1299.1785,1265.838,1299.9867,1287.153,4.7931833,2.1158621,23.03662,21.330706,2.0294054,52.225945,3.2422402
0.70063496,70.06349,24.962013,38.00282,43.25516,51.22301,53.67997,55.400505,1299.4762,1266.1398,1300.824,1288.1284,4.79301,2.1099944,23.037498,21.316065,2.034722,52.241547,3.2427711
0.70062953,70.06295,25.003328,38.029087,43.25628,51.242897,53.681286,55.400745,1299.365,1266.0361,1300.6183,1287.9127,4.7939916,2.11127,23.038267,21.300787,2.0409224,52.245342,3.2425358
0.7006306,70.06306,25.029419,38.005077,43.251163,51.26383,53.677406,55.40723,1299.3385,1265.9545,1301.1012,1288.4044,4.794858,2.1170592,23.039036,21.30053,2.0403948,52.232716,3.2427437
0.7006265,70.06265,25.042677,38.035877,43.258434,51.274746,53.67393,55.409966,1299.181,1265.7526,1300.6642,1287.9974,4.794724,2.1121044,23.039743,21.30295,2.036365,52.253975,3.2432985
0.7006218,70.06218,25.050354,38.12083,43.257404,51.33559,53.68479,55.446594,1298.9216,1265.5907,1300.5112,1287.836,4.794587,2.114534,23.039999,21.297771,2.0253577,52.144756,3.2435243
0.70061636,70.06164,25.060003,38.135468,43.25024,51.313427,53.67628,55.43469,1298.8877,1265.5686,1300.2292,1287.6443,4.794338,2.1184185,23.040161,21.299715,2.018271,52.159496,3.24369
0.7006148,70.061485,25.078638,38.115444,43.257984,51.293465,53.668728,55.4276,1298.9181,1265.58,1300.1102,1287.4918,4.7939744,2.1120968,23.040234,21.305305,2.0021465,52.178097,3.2436874
0.70061004,70.061005,25.093851,38.080482,43.25699,51.267147,53.66487,55.412582,1298.7666,1265.466,1300.5181,1287.927,4.793834,2.1122465,23.040033,21.308441,1.9961507,52.190197,3.2444994
0.7006047,70.06047,25.111,38.28307,43.24899,51.20542,53.645645,55.346672,1299.0012,1265.7881,1300.7697,1288.3264,4.7951035,2.109485,23.039667,21.31203,1.9971553,52.34648,3.2437646
0.7006034,70.06034,25.125853,38.20042,43.273426,51.22995,53.67456,55.391335,1299.0953,1265.8838,1301.1653,1288.7048,4.794497,2.1109781,23.039127,21.316254,1.9870173,52.25995,3.2429132
0.7006035,70.06035,25.13879,38.048748,43.274345,51.21109,53.66738,55.393215,1299.259,1266.007,1301.2867,1288.7852,4.7929945,2.1067376,23.038588,21.324837,1.987306,52.26146,3.2409892
0.70060796,70.0608,25.131298,37.94546,43.288536,51.17847,53.6538,55.389366,1299.6512,1266.2231,1301.1558,1288.7098,4.7922235,2.1000535,23.037825,21.327824,1.9913429,52.294468,3.2388532
0.7006053,70.060524,25.125982,37.839485,43.303444,51.159805,53.651028,55.375893,1299.6915,1266.1707,1301.3634,1289.0477,4.79128,2.1070826,23.037237,21.328537,2.001331,52.354694,3.2365067
0.7005971,70.059715,25.127209,37.74898,43.31957,51.143726,53.655396,55.378223,1299.8484,1266.3464,1301.2821,1288.9011,4.7905393,2.113383,23.03647,21.335947,2.0133135,52.349674,3.234502
0.70060235,70.06024,25.108826,37.643772,43.33387,51.117332,53.659725,55.37732,1299.6447,1266.1951,1301.0554,1288.5079,4.789946,2.1214898,23.035418,21.341574,2.0196517,52.3676,3.2324321
0.70060486,70.060486,25.091757,37.601444,43.345722,51.106747,53.658886,55.38366,1300.0233,1266.3939,1300.8981,1288.3245,4.789482,2.1291819,23.034441,21.342686,2.0274866,52.384583,3.2321377
0.7006073,70.06073,25.073004,37.57803,43.353466,51.09241,53.657284,55.378494,1300.1431,1266.468,1299.9896,1287.2957,4.7890263,2.129592,23.033321,21.336048,2.0334375,52.412697,3.2320135
0.70060974,70.060974,25.041342,37.677902,43.34187,51.088448,53.683674,55.393707,1300.2688,1266.6498,1300.351,1287.5803,4.7905846,2.1364014,23.035423,21.32807,2.0384164,52.29266,3.2324667
0.700615,70.0615,25.041216,37.611496,43.33587,51.10562,53.65631,55.39997,1300.2296,1266.6261,1300.1613,1287.4471,4.790924,2.1384544,23.035643,21.322552,2.0455356,52.242214,3.2339983
0.7006159,70.061584,25.047785,37.58205,43.33708,51.11789,53.650005,55.410553,1300.1885,1266.553,1299.6073,1286.872,4.791508,2.141645,23.035707,21.320642,2.0488493,52.278847,3.236173
0.70062083,70.06208,25.068663,37.53395,43.336674,51.148125,53.64883,55.41787,1300.1549,1266.5554,1299.7378,1286.9514,4.7920814,2.1381066,23.035799,21.314972,2.04504,52.38655,3.239233
0.7006183,70.06183,25.064686,37.498165,43.347633,51.175037,53.652107,55.431145,1299.7354,1266.179,1299.1432,1286.1565,4.7928433,2.138727,23.035917,21.309563,2.0437043,52.4849,3.243474
0.70063263,70.06326,25.052336,37.47757,43.35019,51.21796,53.670143,55.46347,1299.8369,1266.1825,1299.2944,1286.259,4.7918425,2.13537,23.03595,21.315308,2.0350974,52.517757,3.248708
0.7006237,70.06237,25.04535,37.528965,43.345776,51.267094,53.672394,55.47294,1299.7753,1266.1443,1298.9574,1285.9348,4.7910304,2.1250193,23.036001,21.315216,2.0246365,52.598877,3.253756
